表,食谱,状态,原料,营养档案,改前,改后,处理说明
设计器草稿,鸭胸猪里脊鸡蛋青花鱼,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,鸭胸猪里脊鸡蛋青花鱼,NEEDS_REVIEW,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Seven 的测试食谱,COMPLIANT,,熟,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Seven 的测试食谱,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,鸭胸猪里脊鸡蛋青花鱼,NEEDS_REVIEW,,油脂,生重、充分混匀。,充分搅拌,自由文本归一、油/粉/补剂：删除口径词
设计器草稿,糙米三文鱼鸭胸鹿腿,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,糙米三文鱼鸭胸鹿腿,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Seven 的测试食谱,PUBLISHED,,熟,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Seven 的测试食谱,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,Seven 的测试食谱 副本,PUBLISHED,,熟,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Seven 的测试食谱 副本,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,糙米三文鱼鸭肉,PUBLISHED,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,糙米三文鱼鸭肉,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,糙米三文鱼鸭肉,PUBLISHED,,生,煮熟、打碎、充分搅拌,生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重
设计器草稿,糙米三文鱼鸭肉,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,羊肚菌芦笋糙米牛肉,DRAFT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,全蛋、去壳、按生重称量、充分打散后混匀。,全蛋、去壳、生重、打散、充分搅拌,自由文本归一
设计器草稿,ID的兔肉定制,PUBLISHED,,生,充分煮熟、沥去多余水分后按熟重称量,生重、生重,自由文本归一、生档案：熟重→生重、生档案：熟制称重→生重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,ID的兔肉定制,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制（牛肉）,PUBLISHED,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制（牛肉）,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制（牛肉）,PUBLISHED,,生,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,盐水/小苏打浸泡30分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制（牛肉）,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,PUBLISHED,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,布丁定制食谱,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,PUBLISHED,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,（咖喱定制）创伤恢复+红胡子 (新版本),PUBLISHED,,熟,去老梗、焯水后称重、打碎、充分搅拌,去老梗、焯水、沥干后称重、打碎、充分搅拌,自由文本归一
设计器草稿,（咖喱定制）创伤恢复+红胡子 (新版本),PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,大米燕麦三文鱼兔里脊,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米燕麦三文鱼兔里脊,PUBLISHED,,生,去皮、去瓤、煮熟后称重、充分搅拌,去皮、去瓤、生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米燕麦三文鱼兔里脊,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制,PUBLISHED,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制,PUBLISHED,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,财宝定制,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky 的易消化简餐,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,（咖喱定制）创伤恢复+红胡子 (新版本),PUBLISHED,,熟,去老梗、焯水后称重、打碎、充分搅拌,去老梗、焯水、沥干后称重、打碎、充分搅拌,自由文本归一
设计器草稿,（咖喱定制）创伤恢复+红胡子 (新版本),PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,李开心定制食谱（兔+猪）,PUBLISHED,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米红薯兔里脊,COMPLIANT,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Lucky 定制食谱,PUBLISHED,,干,"7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打碎、充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,PUBLISHED,,油脂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,PUBLISHED,,干,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,PUBLISHED,,浓缩补剂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,（咖喱定制）创伤恢复+红胡子,PUBLISHED,,生,"39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、充分搅拌,机器码还原、生档案：熟制称重→生重
设计器草稿,（咖喱定制）创伤恢复+红胡子,PUBLISHED,,油脂,"dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",充分搅拌,机器码还原、油/粉/补剂：删除口径词
设计器草稿,（咖喱定制）创伤恢复+红胡子,PUBLISHED,,粉,"dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",充分搅拌,机器码还原、油/粉/补剂：删除口径词
设计器草稿,（咖喱定制）创伤恢复+红胡子,PUBLISHED,,干,"dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、充分搅拌,机器码还原
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制食谱,PUBLISHED,,浓缩补剂,"df60590f-a697-4897-ab08-1322e2287268, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打粉、充分搅拌,机器码还原
设计器草稿,财宝定制食谱,PUBLISHED,,生,"39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、充分搅拌,机器码还原、生档案：熟制称重→生重
设计器草稿,财宝定制食谱,PUBLISHED,,干,"dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、充分搅拌,机器码还原
设计器草稿,财宝定制食谱,PUBLISHED,,油脂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,财宝定制食谱,PUBLISHED,,干,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky 定制食谱,PUBLISHED,,干,"7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打碎、充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,PUBLISHED,,油脂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,PUBLISHED,,干,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,兔肉食谱,COMPLIANT,,生,煮熟后沥水称重、打碎后充分搅拌,生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重
设计器草稿,Lucky 定制食谱,PUBLISHED,,浓缩补剂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,干,"7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打碎、充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,油脂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,干,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,浓缩补剂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,干,"7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打碎、充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,油脂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,干,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,羊肚菌芦笋糙米牛肉,DRAFT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,浓缩补剂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,浓缩补剂,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
设计器草稿,Lucky 定制食谱,NEEDS_REVIEW,,浓缩补剂,"df60590f-a697-4897-ab08-1322e2287268, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打粉、充分搅拌,机器码还原
设计器草稿,花卷 的鲜食食谱 06/27,NEEDS_REVIEW,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡胸300 pj,NEEDS_REVIEW,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、熟重、打碎、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,李开心定制食谱（兔+猪）,DRAFT,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,DRAFT,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,DRAFT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,李开心定制食谱（兔+猪）,DRAFT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,财宝定制,NEEDS_REVIEW,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,财宝定制,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,财宝定制,NEEDS_REVIEW,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,兔肉食谱,COMPLIANT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,太阳 的鲜食食谱 06/17,NEEDS_REVIEW,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,杂粮三文鱼猪肉,DRAFT,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,花卷 的鲜食食谱 06/27,NEEDS_REVIEW,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡胸300 pj,NEEDS_REVIEW,,生,去瓤、留皮、煮熟后称重、静置30分钟、打碎、充分搅拌,去瓤、留皮、生重、静置30分钟、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔肉食谱,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,太阳 的鲜食食谱 06/17,NEEDS_REVIEW,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、熟重、打碎、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,西葫芦大米比目鱼鸡肉,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡兔-lp DV,NEEDS_REVIEW,,生,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,流水冲洗、浸泡60分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,Dobby 的鲜食食谱 06/15,COMPLIANT,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,好久 的鲜食食谱 06/15,COMPLIANT,,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,ID 的鲜食食谱 06/20,NEEDS_REVIEW,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,好久 的鲜食食谱 06/15,COMPLIANT,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Lucky的最新兔肉食谱,PUBLISHED,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,迪迪 的鲜食食谱 06/27,NEEDS_REVIEW,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,熟,去骨、生重、打碎、充分搅拌,去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,Foxy的鸭胸食谱,PUBLISHED,,熟,去老梗、焯水后称重、打碎、充分搅拌,去老梗、焯水、沥干后称重、打碎、充分搅拌,自由文本归一
设计器草稿,迪迪 的鲜食食谱 06/27,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米鳕鱼鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
