食谱名称,食谱状态,版本,原料,当前营养档案,当前生熟,设计器原选营养档案,原选生熟,处理建议,食谱行ID
大米燕麦三文鱼兔里脊,PUBLIC,4,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,南瓜,（空）,—,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,洋车前子壳粉,（空）,—,洋车前子壳粉 · NOW FOODS · 340g/瓶,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,维生素E胶囊 ,（空）,—,维生素E胶囊 · NOW FOODS · 200IU/粒，100粒/瓶,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,营养酵母粉,（空）,—,营养酵母粉 · NOW FOODS · 284克/罐,浓缩补剂,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鹿腿肉,（空）,—,鹿肉（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,藜麦,（空）,—,藜麦（未煮）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,绿豆芽,（空）,—,绿豆芽（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,梨（鲜）,（空）,—,梨（生）,生,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
糙米三文鱼鸭胸鹿腿,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,05e36718-a99b-482b-abde-40b3263c9d48
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,7761406e-9f36-4750-b943-512c146646e6
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡心,（空）,—,鸡心（慢炖熟制）,熟,可按设计意图修复,7761406e-9f36-4750-b943-512c146646e6
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡肝,（空）,—,鸡肝（生）,生,可按设计意图修复,7761406e-9f36-4750-b943-512c146646e6
十字花科全谷物三文鱼鸡肉,PUBLIC,2,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,7761406e-9f36-4750-b943-512c146646e6
