食谱名称,食谱状态,版本,原料,当前营养档案,当前生熟,设计器原选营养档案,原选生熟,处理建议,食谱行ID
燕麦米比目鱼鸭肉,PRIVATE_CUSTOM,2,南瓜,南瓜（生）,生,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,5c11007b-f456-455c-bca3-ebf2d2ac7263
燕麦米比目鱼鸭肉,PRIVATE_CUSTOM,2,西葫芦,西葫芦（带皮，生）,生,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,5c11007b-f456-455c-bca3-ebf2d2ac7263
财宝的定制20260911,PRIVATE_CUSTOM,2,南瓜,南瓜（生）,生,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,0b60e85c-c5ef-4bf9-b06e-9c45495ebbb2
财宝的定制20260911,PRIVATE_CUSTOM,2,大米,大米（长粒白米，生，未强化）,生,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,0b60e85c-c5ef-4bf9-b06e-9c45495ebbb2
财宝的定制20260911,PRIVATE_CUSTOM,2,土豆,土豆（去皮，生）,生,土豆（去皮，水煮）,熟,可按设计意图修复,0b60e85c-c5ef-4bf9-b06e-9c45495ebbb2
财宝的定制20260911,PRIVATE_CUSTOM,2,紫薯,紫薯（去皮，生）,生,紫薯（去皮，蒸熟）,熟,可按设计意图修复,0b60e85c-c5ef-4bf9-b06e-9c45495ebbb2
鸭肉梨,PRIVATE_CUSTOM,2,白蘑菇,白蘑菇（生）,生,白蘑菇（水煮沥干，不加盐）,熟,可按设计意图修复,742bb54d-90e1-4a53-9b79-771034f04634
秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,3,大米,大米（长粒白米，生，未强化）,生,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,aa1e27d6-b76f-4abd-bd97-d409bc0b131e
秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,3,土豆,土豆（去皮，生）,生,土豆（去皮，水煮）,熟,可按设计意图修复,aa1e27d6-b76f-4abd-bd97-d409bc0b131e
秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,3,西兰花,西兰花（生）,生,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,aa1e27d6-b76f-4abd-bd97-d409bc0b131e
秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,3,秋葵,秋葵（生）,生,秋葵（水煮沥干，不加盐）,熟,可按设计意图修复,aa1e27d6-b76f-4abd-bd97-d409bc0b131e
秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,3,胡萝卜,胡萝卜（生）,生,胡萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,aa1e27d6-b76f-4abd-bd97-d409bc0b131e
燕麦鳕鱼猪肉,PUBLIC,3,猪里脊,（空）,—,鲜猪里脊（纯瘦，生）,生,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,猪肝,（空）,—,鲜猪肝（生）,生,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,维生素D3胶囊,（空）,—,维生素D3胶囊 · NOW FOODS · 1000IU维D3/粒，180粒/瓶,浓缩补剂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
燕麦鳕鱼猪肉,PUBLIC,3,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,8e2e4f42-2359-4e93-a9fa-e98de4cb85f4
西葫芦大米比目鱼鸡肉,DRAFT,3,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，炖煮熟制）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,比目鱼,（空）,—,比目鱼/鳎鱼类（生）,生,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,鸡心,（空）,—,鸡心（生）,生,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,鸡肝,（空）,—,鸡肝（生）,生,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,大米,（空）,—,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,西葫芦,（空）,—,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,胡萝卜,（空）,—,胡萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,上海青,（空）,—,小白菜/上海青（水煮沥干，不加盐）,熟,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
西葫芦大米比目鱼鸡肉,DRAFT,3,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,68737443-65e2-4981-91cf-442a311dd557
小米三文鱼猪里脊(幺鸡),PRIVATE_CUSTOM,3,娃娃菜,大白菜/娃娃菜（生）,生,大白菜/娃娃菜（水煮沥干，不加盐）,熟,可按设计意图修复,e7ee5c43-63c0-43da-8485-85251c0c2565
糙米三文鱼猪里脊(烟花),PRIVATE_CUSTOM,3,娃娃菜,大白菜/娃娃菜（生）,生,大白菜/娃娃菜（水煮沥干，不加盐）,熟,可按设计意图修复,46aa2283-6a92-447a-8302-22e58123fb8e
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鹿腿肉,（空）,—,鹿肉（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,藜麦,（空）,—,藜麦（未煮）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,绿豆芽,（空）,—,绿豆芽（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,梨（鲜）,（空）,—,梨（生）,生,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
糙米三文鱼鸭胸鹿腿,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,7caac737-6ea0-4f7c-86e4-4ed8de228f93
兔里脊大米土豆(小满),PRIVATE_CUSTOM,3,大米,大米（长粒白米，生，未强化）,生,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,c03b109e-322d-4a19-b10c-6713227d5b29
兔里脊大米土豆(小满),PRIVATE_CUSTOM,3,土豆,土豆（去皮，生）,生,土豆（去皮，水煮）,熟,可按设计意图修复,c03b109e-322d-4a19-b10c-6713227d5b29
兔里脊大米土豆(小满),PRIVATE_CUSTOM,3,南瓜,南瓜（生）,生,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,c03b109e-322d-4a19-b10c-6713227d5b29
红薯鳕鱼鸭胸,DRAFT,3,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,青口贝,（空）,—,新西兰青口贝肉（水煮）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,大米,（空）,—,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,四季豆,（空）,—,四季豆（水煮沥干，不加盐）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,西葫芦,（空）,—,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,白蘑菇,（空）,—,白蘑菇（水煮沥干，不加盐）,熟,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,氨基酸螯合铜,（空）,—,Swanson Albion 铜 · 每片标签营养,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,维生素D3胶囊,（空）,—,维生素D3胶囊 · NOW FOODS · 1000IU维D3/粒，180粒/瓶,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,维生素E胶囊 ,（空）,—,维生素E胶囊 · NOW FOODS · 200IU/粒，100粒/瓶,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,营养酵母粉,（空）,—,营养酵母粉 · NOW FOODS · 284克/罐,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
红薯鳕鱼鸭胸,DRAFT,3,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,715ca361-c792-4fa0-aa44-48d746118502
Foxy的鸭胸食谱,DRAFT,1,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,花椰菜,（空）,—,花椰菜（水煮沥干，不加盐）,熟,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,胡萝卜,（空）,—,胡萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,黑米,（空）,—,黑米，熟/米饭,熟/米饭,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,土豆,（空）,—,土豆（去皮，水煮）,熟,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,白蘑菇,（空）,—,白蘑菇（水煮沥干，不加盐）,熟,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
Foxy的鸭胸食谱,DRAFT,1,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,2676c2b1-4235-4855-a5ca-3fb04b34cc7a
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡心,（空）,—,鸡心（慢炖熟制）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡肝,（空）,—,鸡肝（生）,生,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,卷心菜,（空）,—,普通卷心菜（水煮沥干，不加盐）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,白萝卜,（空）,—,白萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鲜香菇,（空）,—,鲜香菇（生）,生,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
十字花科全谷物三文鱼鸡肉,PUBLIC,9,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,7493d9eb-7685-42d9-92f7-28ed2f874958
ID的兔肉定制,PRIVATE_CUSTOM,7,糙米,糙米（长粒，生）,生,糙米饭（长粒，熟）,熟,可按设计意图修复,e2509e0d-c5e2-421b-a0ce-897e9f0244d1
ID的兔肉定制,PRIVATE_CUSTOM,7,土豆,土豆（去皮，生）,生,土豆（去皮，水煮）,熟,可按设计意图修复,e2509e0d-c5e2-421b-a0ce-897e9f0244d1
大米红薯兔里脊,PRIVATE_CUSTOM,2,大米,大米（长粒白米，生，未强化）,生,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,b6c6c8ad-c5c4-4cfa-ae85-43b4da34fb40
大米红薯兔里脊,PRIVATE_CUSTOM,2,红薯,红薯/甘薯（生，未加工）,生,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,b6c6c8ad-c5c4-4cfa-ae85-43b4da34fb40
大米红薯兔里脊,PRIVATE_CUSTOM,2,西兰花,西兰花（生）,生,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,b6c6c8ad-c5c4-4cfa-ae85-43b4da34fb40
大米红薯兔里脊,PRIVATE_CUSTOM,2,羽衣甘蓝,羽衣甘蓝（生）,生,羽衣甘蓝（水煮沥干，不加盐）,熟,可按设计意图修复,b6c6c8ad-c5c4-4cfa-ae85-43b4da34fb40
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡心,（空）,—,鸡心（慢炖熟制）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡肝,（空）,—,鸡肝（生）,生,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,卷心菜,（空）,—,普通卷心菜（水煮沥干，不加盐）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,白萝卜,（空）,—,白萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鲜香菇,（空）,—,鲜香菇（生）,生,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
